Species,Pos_soil,PLOT,S_PLOT,Number_days,For_type
Cast_mek,up,7,7,1095,OC
Lit_cub,up,7,7,1095,OC
Cast_mek,down,7,7,1095,OC
Lit_cub,down,7,7,1095,OC
Cast_mek,up,145,5,1095,OC
Lit_cub,up,145,5,1095,OC
Cast_mek,down,145,5,1095,OC
Lit_cub,down,145,5,1095,OC
Cast_mek,up,217,5,1095,CC
Lit_cub,up,217,5,1095,CC
Cast_mek,down,217,5,1095,CC
Lit_cub,down,217,5,1095,CC
Cast_mek,up,126,5,1095,OL
Lit_cub,up,126,5,1095,OL
Cast_mek,down,126,5,1095,OL
Lit_cub,down,126,5,1095,OL
Cast_mek,up,381,5,1095,OC
Lit_cub,up,381,5,1095,OC
Cast_mek,down,381,5,1095,OC
Lit_cub,down,381,5,1095,OC
Cast_mek,up,382,5,1095,OL
Lit_cub,up,382,5,1095,OL
Cast_mek,down,382,5,1095,OL
Lit_cub,down,382,5,1095,OL
Cast_mek,up,365,5,1095,CC
Lit_cub,up,365,5,1095,CC
Cast_mek,down,365,5,1095,CC
Lit_cub,down,365,5,1095,CC
Cast_mek,up,259,5,1095,OC
Lit_cub,up,259,5,1095,OC
Cast_mek,down,259,5,1095,OC
Lit_cub,down,259,5,1095,OC
Cast_mek,up,240,5,1095,CC
Lit_cub,up,240,5,1095,CC
Cast_mek,down,240,5,1095,CC
Lit_cub,down,240,5,1095,CC
Cast_mek,up,90,5,1095,OC
Lit_cub,up,90,5,1095,OC
Cast_mek,down,90,5,1095,OC
Lit_cub,down,90,5,1095,OC
Cast_mek,up,75,5,1095,CC
Lit_cub,up,75,5,1095,CC
Cast_mek,down,75,5,1095,CC
Lit_cub,down,75,5,1095,CC
Cast_mek,up,357,5,1095,OL
Lit_cub,up,357,5,1095,OL
Cast_mek,down,357,5,1095,OL
Lit_cub,down,357,5,1095,OL
Cast_mek,up,83,5,1095,OC
Lit_cub,up,83,5,1095,OC
Cast_mek,down,83,5,1095,OC
Lit_cub,down,83,5,1095,OC
Cast_mek,up,119,5,1095,OL
Lit_cub,up,119,5,1095,OL
Cast_mek,down,119,5,1095,OL
Lit_cub,down,119,5,1095,OL
Cast_mek,up,404,5,1095,CC
Lit_cub,up,404,5,1095,CC
Cast_mek,down,404,5,1095,CC
Lit_cub,down,404,5,1095,CC
Cast_mek,up,58,5,1095,OC
Lit_cub,up,58,5,1095,OC
Cast_mek,down,58,5,1095,OC
Lit_cub,down,58,5,1095,OC
Cast_mek,up,192,5,1095,CC
Lit_cub,up,192,5,1095,CC
Cast_mek,down,192,5,1095,CC
Lit_cub,down,192,5,1095,CC
Cast_mek,up,372,5,1095,OC
Lit_cub,up,372,5,1095,OC
Cast_mek,down,372,5,1095,OC
Lit_cub,down,372,5,1095,OC
Cast_mek,up,398,5,1095,CC
Lit_cub,up,398,5,1095,CC
Cast_mek,down,398,5,1095,CC
Lit_cub,down,398,5,1095,CC
Cast_mek,up,234,5,1095,OC
Lit_cub,up,234,5,1095,OC
Cast_mek,down,234,5,1095,OC
Lit_cub,down,234,5,1095,OC
Cast_mek,up,214,5,1095,CC
Lit_cub,up,214,5,1095,CC
Cast_mek,down,214,5,1095,CC
Lit_cub,down,214,5,1095,CC
Cast_mek,up,405,5,1095,OC
Lit_cub,up,405,5,1095,OC
Cast_mek,down,405,5,1095,OC
Lit_cub,down,405,5,1095,OC
Cast_mek,up,207,5,1095,OL
Lit_cub,up,207,5,1095,OL
Cast_mek,down,207,5,1095,OL
Lit_cub,down,207,5,1095,OL
Cast_mek,up,189,5,1095,CC
Lit_cub,up,189,5,1095,CC
Cast_mek,down,189,5,1095,CC
Lit_cub,down,189,5,1095,CC
Cast_mek,up,49,5,1095,OC
Lit_cub,up,49,5,1095,OC
Cast_mek,down,49,5,1095,OC
Lit_cub,down,49,5,1095,OC
Cast_mek,up,107,5,1095,CC
Lit_cub,up,107,5,1095,CC
Cast_mek,down,107,5,1095,CC
Lit_cub,down,107,5,1095,CC
Cast_mek,up,271,5,1095,OC
Lit_cub,up,271,5,1095,OC
Cast_mek,down,271,5,1095,OC
Lit_cub,down,271,5,1095,OC
Cast_mek,up,7,5,1095,OC
Lit_cub,up,7,5,1095,OC
Cast_mek,down,7,5,1095,OC
Lit_cub,down,7,5,1095,OC
Cast_mek,up,145,1,1095,OC
Lit_cub,up,145,1,1095,OC
Cast_mek,down,145,1,1095,OC
Lit_cub,down,145,1,1095,OC
Cast_mek,up,217,1,1095,CC
Lit_cub,up,217,1,1095,CC
Cast_mek,down,217,1,1095,CC
Lit_cub,down,217,1,1095,CC
Cast_mek,up,126,1,1095,OL
Lit_cub,up,126,1,1095,OL
Cast_mek,down,126,1,1095,OL
Lit_cub,down,126,1,1095,OL
Cast_mek,up,381,1,1095,OC
Lit_cub,up,381,1,1095,OC
Cast_mek,down,381,1,1095,OC
Lit_cub,down,381,1,1095,OC
Cast_mek,up,382,1,1095,OL
Lit_cub,up,382,1,1095,OL
Cast_mek,down,382,1,1095,OL
Lit_cub,down,382,1,1095,OL
Cast_mek,up,365,1,1095,CC
Lit_cub,up,365,1,1095,CC
Cast_mek,down,365,1,1095,CC
Lit_cub,down,365,1,1095,CC
Cast_mek,up,259,1,1095,OC
Lit_cub,up,259,1,1095,OC
Cast_mek,down,259,1,1095,OC
Lit_cub,down,259,1,1095,OC
Cast_mek,up,240,1,1095,CC
Lit_cub,up,240,1,1095,CC
Cast_mek,down,240,1,1095,CC
Lit_cub,down,240,1,1095,CC
Cast_mek,up,90,1,1095,OC
Lit_cub,up,90,1,1095,OC
Cast_mek,down,90,1,1095,OC
Lit_cub,down,90,1,1095,OC
Cast_mek,up,75,1,1095,CC
Lit_cub,up,75,1,1095,CC
Cast_mek,down,75,1,1095,CC
Lit_cub,down,75,1,1095,CC
Cast_mek,up,357,1,1095,OL
Lit_cub,up,357,1,1095,OL
Cast_mek,down,357,1,1095,OL
Lit_cub,down,357,1,1095,OL
Cast_mek,up,83,1,1095,OC
Lit_cub,up,83,1,1095,OC
Cast_mek,down,83,1,1095,OC
Lit_cub,down,83,1,1095,OC
Cast_mek,up,119,1,1095,OL
Lit_cub,up,119,1,1095,OL
Cast_mek,down,119,1,1095,OL
Lit_cub,down,119,1,1095,OL
Cast_mek,up,404,1,1095,CC
Lit_cub,up,404,1,1095,CC
Cast_mek,down,404,1,1095,CC
Lit_cub,down,404,1,1095,CC
Cast_mek,up,58,1,1095,OC
Lit_cub,up,58,1,1095,OC
Cast_mek,down,58,1,1095,OC
Lit_cub,down,58,1,1095,OC
Cast_mek,up,192,1,1095,CC
Lit_cub,up,192,1,1095,CC
Cast_mek,down,192,1,1095,CC
Lit_cub,down,192,1,1095,CC
Cast_mek,up,372,1,1095,OC
Lit_cub,up,372,1,1095,OC
Cast_mek,down,372,1,1095,OC
Lit_cub,down,372,1,1095,OC
Cast_mek,up,398,1,1095,CC
Lit_cub,up,398,1,1095,CC
Cast_mek,down,398,1,1095,CC
Lit_cub,down,398,1,1095,CC
Cast_mek,up,234,1,1095,OC
Lit_cub,up,234,1,1095,OC
Cast_mek,down,234,1,1095,OC
Lit_cub,down,234,1,1095,OC
Cast_mek,up,214,1,1095,CC
Lit_cub,up,214,1,1095,CC
Cast_mek,down,214,1,1095,CC
Lit_cub,down,214,1,1095,CC
Cast_mek,up,405,1,1095,OC
Lit_cub,up,405,1,1095,OC
Cast_mek,down,405,1,1095,OC
Lit_cub,down,405,1,1095,OC
Cast_mek,up,207,1,1095,OL
Lit_cub,up,207,1,1095,OL
Cast_mek,down,207,1,1095,OL
Lit_cub,down,207,1,1095,OL
Cast_mek,up,189,1,1095,CC
Lit_cub,up,189,1,1095,CC
Cast_mek,down,189,1,1095,CC
Lit_cub,down,189,1,1095,CC
Cast_mek,up,49,1,1095,OC
Lit_cub,up,49,1,1095,OC
Cast_mek,down,49,1,1095,OC
Lit_cub,down,49,1,1095,OC
Cast_mek,up,107,1,1095,CC
Lit_cub,up,107,1,1095,CC
Cast_mek,down,107,1,1095,CC
Lit_cub,down,107,1,1095,CC
Cast_mek,up,271,1,1095,OC
Lit_cub,up,271,1,1095,OC
Cast_mek,down,271,1,1095,OC
Lit_cub,down,271,1,1095,OC
Cast_mek,up,7,1,1095,OC
Lit_cub,up,7,1,1095,OC
Cast_mek,down,7,1,1095,OC
Lit_cub,down,7,1,1095,OC
